EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,ntee_category
883622364,GLOBAL CLIMATE INNOVATION CENTER GCIC CORP,% D&Z TAX AND ACCOUNTING,41-14B MAIN ST STE B103,FLUSHING,NY,11355-0000,0,3,3,1000,202208,1,15,0,1,1,202407.0,2,0,2,0,7,20987.0,0.0,0.0,C01,,"Environmental Quality, Protection, and Beautification"
873532940,GLOBAL CEO NEW YORK INC,,19214 NORTHERN BLVD,FLUSHING,NY,11358-2955,0,3,3,1200,202206,1,15,0,1,1,202312.0,2,3,1,0,12,20234.0,67831.0,67831.0,P99,,Human Services - Multipurpose and Other
134021152,EASTERN US BUDDHAS STUDY FALUN DAFA ASSOCIATION,% RONG YI,4046 MAIN ST STE 201,FLUSHING,NY,11354-5523,0,3,3,1000,199907,1,15,0,5,1,202305.0,2,1,2,0,5,20228.0,100.0,100.0,X50,,"Religion Related, Spiritual Development"
471728275,NEW YORK CITY COALITION OF OPERATING ENGINEERS INC,% EDWIN L CHRISTIAN,159-18 NORTHERN BOULEVARD,FLUSHING,NY,11358-1655,0,4,3,2000,201503,2,0,0,1,1,202306.0,2,3,1,0,6,19816.0,80209.0,80209.0,J01,,"Employment, Job Related"
832822621,AMERICAN FRIENDS OF OHEL YOAV AND PNINA,,14431 70TH AVE,FLUSHING,NY,11367-1713,0,3,3,1000,202205,1,4,0,1,1,202312.0,2,4,0,1,12,19751.0,175497.0,,X30,,"Religion Related, Spiritual Development"
264778590,EL BETHEL MISSION CENTER,,35-02 150 PLACE 201,FLUSHING,NY,11354-4922,0,3,3,7000,200907,1,10,0,1,1,202403.0,2,3,6,0,3,19406.0,99500.0,99500.0,X21,,"Religion Related, Spiritual Development"
113353198,SAM AND LEAH FARBER FOUNDATION,% NATHAN FARBER,14439 70TH AVE,FLUSHING,NY,11367-1713,0,3,3,1000,199803,1,4,602000000,2,1,202306.0,2,1,0,1,6,19379.0,5000.0,,T20Z,,"Philanthropy, Voluntarism, and Grantmaking Foundations"
203385115,WHOLE ELEPHANT INSTITUTE INC,,2904 147TH ST,FLUSHING,NY,11354-2454,0,3,3,1280,201501,1,15,0,1,1,202407.0,2,2,2,0,7,17903.0,14265.0,14265.0,B05,,Education
861646336,HIS LAMPLIGHT MISSION INC,% IN SUN KIM,42-15 156TH ST APT 1ST FL,FLUSHING,NY,11355-1143,0,3,3,1000,202108,1,15,0,1,1,202312.0,2,3,1,0,12,17475.0,78540.0,78540.0,,,
454685421,KOREAN-AMERICAN ASSOCIATION OF,,3607 162ND ST,FLUSHING,NY,11358-1610,0,3,3,1000,201208,1,15,0,1,1,202312.0,2,3,1,0,12,17365.0,84863.0,50318.0,A23,,"Arts, Culture, and Humanities"
465272960,NAZCA SPORT CLUB INC,,14408 28TH AVE,FLUSHING,NY,11354-1335,0,3,3,1200,201409,1,16,0,1,1,202312.0,2,4,1,0,12,17050.0,131234.0,131234.0,N64,,"Recreation, Sports, Leisure, Athletics"
134137801,US AND CHINA NEWS FOUNDATION,% EN SHENG HU,PO BOX 541518,FLUSHING,NY,11354-0000,0,3,3,1000,200210,1,3,0,1,1,202308.0,2,1,0,1,8,16411.0,1.0,,A33,,"Arts, Culture, and Humanities"
922637674,USA FUJIAN MINBEI ASSOCIATION INC,% WYCPAS LLC,15803 LABURNUM AVE,FLUSHING,NY,11358-3607,0,3,3,1000,202303,1,15,0,1,1,202401.0,2,3,1,0,1,16178.0,55600.0,55600.0,S20,,"Community Improvement, Capacity Building"
113468192,HANDS INTERNATIONAL MOVEMENT,% PILAR SANTOS,4516 98TH ST,FLUSHING,NY,11368-2716,0,3,3,2000,200001,1,15,0,1,1,202312.0,2,2,2,0,12,14777.0,12479.0,12479.0,Q33,,"International, Foreign Affairs, and National Security"
882999291,HAPPY BEES COMMUNITY SERVICE CENTER INC,% WENXIN ZHAO,3118 LINDEN PL,FLUSHING,NY,11354-1917,0,3,3,1000,202208,1,16,0,1,1,202312.0,2,4,1,0,12,14657.0,137905.0,137905.0,N31,,"Recreation, Sports, Leisure, Athletics"
821021848,AMERICAN CHINESE ART & CULTURE CENTER,,13781 NORTHERN BLVD,FLUSHING,NY,11354-4121,0,3,3,1000,201709,1,15,0,1,1,202312.0,2,0,2,0,12,13957.0,0.0,0.0,A23,,"Arts, Culture, and Humanities"
832385211,ALMANA VE GER CORP,,14708 76TH RD,FLUSHING,NY,11367-3140,0,3,3,1000,202003,1,15,0,1,1,202312.0,2,4,1,0,12,13915.0,359561.0,359561.0,T50,,"Philanthropy, Voluntarism, and Grantmaking Foundations"
205732784,PETER KOO COMMUNITY CHARITABLE FOUNDATION INC,% PETER KOO,13328 41ST AVE APT 2A,FLUSHING,NY,11355-5834,0,3,3,1200,200703,1,4,0,1,1,202409.0,2,1,0,1,9,13513.0,1.0,,T20,,"Philanthropy, Voluntarism, and Grantmaking Foundations"
825357823,AMERICAN FRIENDS OF SHALVAT CHAYIM INC,% STUART ETTINGER,7511 174TH ST,FLUSHING,NY,11366-1410,0,3,3,1000,201907,1,15,0,1,1,202312.0,2,4,1,0,12,13420.0,379450.0,379450.0,F80,,"Mental Health, Crisis Intervention"
824573325,GLOBAL HERO FOUNDATION INC,,3901 MAIN ST STE 605,FLUSHING,NY,11354-5482,0,3,3,1000,201902,1,16,0,1,1,202312.0,2,3,1,0,12,13157.0,58384.0,58384.0,T50,,"Philanthropy, Voluntarism, and Grantmaking Foundations"
113354586,AMERICAN FRIENDS OF DAFYOMI ADVANCEMENT FORUM INC,% SNOW,14152 73RD AVE,FLUSHING,NY,11367-2320,0,3,3,7000,199707,1,15,994029000,1,1,202312.0,2,3,1,0,12,13077.0,69569.0,69569.0,X99,DAF,"Religion Related, Spiritual Development"
473512488,CHASDEI AVOS,% GOLDFARB,CO GOLDFARB 141-11 72ND CRES,FLUSHING,NY,11367-0000,0,3,3,1000,201512,1,15,0,1,1,202312.0,2,4,1,0,12,12771.0,322612.0,322612.0,Q33,,"International, Foreign Affairs, and National Security"
262847686,THE BREAD AND GOSPEL OF EASTERN AMERICA INC,% HEE SOO CHON,PO BOX 540802,FLUSHING,NY,11354-0802,0,3,3,1000,201304,1,15,0,1,1,202312.0,2,3,1,0,12,12498.0,51057.0,51057.0,K31,,"Food, Agriculture, and Nutrition"
113174234,FOUNDATION FOR THE ADVANCEMENT OF ARTS AND SCIENCES FROM INDIA INC,% RAVI S KULKARNI,CO GRUZA 141-10 JEWEL AVE,FLUSHING,NY,11367-0000,0,3,3,1000,199310,1,4,602000000,1,1,202312.0,2,1,0,1,12,12003.0,1.0,,,,
113628966,IBEW DISASTER FUND NYC INC,% JOHN E MARCHELL,158-11 HARRY VAN ARSDALE JR AVENUE,FLUSHING,NY,11365-3085,0,3,3,1000,200204,1,15,0,1,1,202312.0,2,1,2,0,12,11980.0,228.0,228.0,T90,,"Philanthropy, Voluntarism, and Grantmaking Foundations"
461580361,SHANGHAI ASSOCIATION IN USA INC,,3712 PRINCE STREET,FLUSHING,NY,11354-4649,0,3,3,1200,202203,1,16,0,1,1,202312.0,2,2,2,0,12,11431.0,10328.0,10328.0,A99,,"Arts, Culture, and Humanities"
200515925,THE ELIJAH INTERFAITH INSTITUTE USA INC,% LAURENCE SINGER,C/O L SINGER 46-60 156TH STREET,FLUSHING,NY,11355-0000,0,3,3,1000,200403,1,15,0,1,1,202312.0,2,4,1,0,12,11362.0,124216.0,124216.0,B90,,Education
884409194,ANDO ARE YOU OK CHARITY INC,% DINA,19605 45TH AVE,FLUSHING,NY,11358-3507,0,3,3,1000,202301,1,4,0,1,1,202312.0,2,2,0,1,12,11135.0,11135.0,,T12,,"Philanthropy, Voluntarism, and Grantmaking Foundations"
884055671,KOREAN COMMUNITY MEDIA BROADCASTING TV INC,,3511 MURRAY ST,FLUSHING,NY,11354-4925,0,3,3,1000,202209,1,15,0,1,1,202312.0,2,3,2,0,12,11131.0,47450.0,47450.0,,,
432065722,HWAK SHIN PRESBYTERIAN CHURCH,,156-11 NORTHERN BLVD 202,FLUSHING,NY,11354-5033,0,3,3,1700,200605,1,10,0,1,1,202312.0,2,2,6,0,12,10796.0,14357.0,14357.0,X21,,"Religion Related, Spiritual Development"
273060808,PHENDELING BUDDHIST CENTER INC,% QU JIANG,13667 41ST AVE,FLUSHING,NY,11355-2433,0,3,3,7000,201106,1,10,0,1,1,202312.0,2,1,6,0,12,10597.0,2935.0,2935.0,X50,,"Religion Related, Spiritual Development"
116079122,MARTIN & SARAH R HONIG FOUNDATION,,13815 UNION TPKE,FLUSHING,NY,11367-3250,0,3,3,1000,196612,1,4,602000000,1,1,202308.0,1,1,0,1,8,9552.0,1.0,,,,
831898741,CAMP HAPPY TAILS NYC INC,,4963 168TH ST,FLUSHING,NY,11365-1008,0,3,3,4000,201811,1,15,0,1,1,202312.0,1,4,1,0,12,9551.0,101163.0,101163.0,D20,,Animal-Related
371591805,JESUS IS THE WAY MINISTRY,% MILTON LOPEZ,10107 ROOSEVELT AVE,FLUSHING,NY,11368-4833,0,3,3,7000,201010,1,15,0,1,1,202312.0,1,4,1,0,12,9430.0,146694.0,146694.0,X22,,"Religion Related, Spiritual Development"
43724545,AMERICAN CHANG LE TAN TOU ASSOCIATION INC,% YISHUAI LIU,13232 MAPLE AVE APT A,FLUSHING,NY,11355-4496,0,3,3,1200,202306,1,16,0,1,1,202312.0,1,2,2,0,10,9337.0,19000.0,19000.0,N99,,"Recreation, Sports, Leisure, Athletics"
134016452,CHINESE-AMERICAN REAL ESTATE ASSOCIATION USA INC,% ABRAHAM Q MAK,135-27 38 AVENUE STE 28,FLUSHING,NY,11354-4471,0,6,3,2000,200502,2,0,0,1,1,202406.0,1,4,1,0,6,9140.0,118456.0,31020.0,L033,,"Housing, Shelter"
571186974,SURI KOPS KEREN MISHPACHOS INC,% ZEV KOPS,13684 71ST RD,FLUSHING,NY,11367-1943,0,3,3,1000,200404,1,15,0,1,1,202412.0,1,3,1,0,12,8940.0,70128.0,70128.0,P60,,Human Services - Multipurpose and Other
272278207,STARSIDE COMMUNITY SERVICES INC,% MANISSA YI-MIAO HUANG,13636 39TH AVE STE 1,FLUSHING,NY,11354-5576,0,3,3,1000,201109,1,15,0,1,1,202403.0,1,1,2,0,3,8923.0,6300.0,6300.0,P20,,Human Services - Multipurpose and Other
450583223,LIOU FOUNDATION INC,% LIANT & ASS,C/O LIANG ASS 136-31 41ST AVE,FLUSHING,NY,11355-0000,0,3,3,1000,200802,1,4,0,1,1,202310.0,1,1,0,1,10,8769.0,1.0,,T20,,"Philanthropy, Voluntarism, and Grantmaking Foundations"
831472849,OHEL SARA BUKHURIAN JEWISH CENTER INC,,14411 77TH AVE,FLUSHING,NY,11367-3129,0,3,3,7000,202005,1,10,0,1,1,202407.0,1,5,6,0,7,8018.0,567619.0,567619.0,X30,,"Religion Related, Spiritual Development"
472576752,GODS PLAN OF SALVATION CENTER INC,,2723 BAYSIDE LN,FLUSHING,NY,11358-1055,0,3,3,1000,201508,1,15,0,1,1,202312.0,1,3,2,0,12,7632.0,41190.0,41190.0,X99,,"Religion Related, Spiritual Development"
831736571,AMERICA TONG XIN INC,,5807 134TH ST FL 2,FLUSHING,NY,11355-5127,0,3,3,7000,201909,1,10,0,1,1,202312.0,1,0,6,0,12,7436.0,0.0,0.0,X50,,"Religion Related, Spiritual Development"
200614340,NISONS TABLE TENNIS SCHOOL INC,% NISON ARONON,136-17 JEWEL AVENUE APT 1A,FLUSHING,NY,11367-1921,0,3,3,2000,200407,1,16,0,1,1,202312.0,1,3,1,0,12,7251.0,64176.0,64176.0,N60,,"Recreation, Sports, Leisure, Athletics"
841976279,AMERICAN FRIENDS OF HITCHABROOT INC,,14417 68TH DR,FLUSHING,NY,11367-1706,0,3,3,1000,201912,1,15,0,1,1,202312.0,1,4,1,0,12,7238.0,133343.0,133343.0,X12,,"Religion Related, Spiritual Development"
452640795,KICK-START A CURE INC,,4620 HOLLIS COURT BLVD,FLUSHING,NY,11358-3826,0,3,3,1000,201406,1,3,0,1,1,202403.0,1,1,0,1,3,7000.0,200.0,,G30,,"Diseases, Disorders, Medical Disciplines"
800291767,TAIWANESE AMERICAN CONFERENCE EAST COAST INC,% TAIWAN CENTER,13744 NORTHERN BLVD,FLUSHING,NY,11354-4122,0,3,3,1200,202205,1,16,0,1,1,202312.0,1,0,2,0,12,6857.0,0.0,0.0,W99,,"Public, Society Benefit - Multipurpose and Other"
272161306,FATHERS HEART MISSION INC,,19903 32ND AVE,FLUSHING,NY,11358-1205,0,3,3,1000,201207,1,15,0,1,1,202312.0,1,3,1,0,12,6334.0,64082.0,64082.0,X20,,"Religion Related, Spiritual Development"
881062252,TEHILLIMFORALL,% SHMUEL FRID,14029 69TH RD,FLUSHING,NY,11367-1615,0,3,3,1700,202204,1,15,0,1,1,202312.0,1,3,1,0,12,6333.0,80694.0,80694.0,X30,,"Religion Related, Spiritual Development"
813618029,AMERICA BEIJING CHAMBER OF COMMERCE INC,,3920 MAIN ST STE 500,FLUSHING,NY,11354-5418,0,6,3,1000,201903,2,0,0,1,1,202407.0,1,0,2,0,7,6243.0,0.0,0.0,S41,,"Community Improvement, Capacity Building"
843771156,HOPE OF CHRIST INC,,15015 SANFORD AVE APT 2K,FLUSHING,NY,11355-1044,0,3,3,1270,202008,1,15,0,1,1,202212.0,1,3,1,0,12,5951.0,58500.0,58500.0,A26,,"Arts, Culture, and Humanities"
460809416,LONG ISLAND TORAH NETWORK INC,% DANIEL LINTZ,14733 76TH AVE APT 2B,FLUSHING,NY,11367-3157,0,3,3,2000,201302,1,15,0,1,1,202312.0,1,4,1,0,12,5764.0,178235.0,178235.0,X30,,"Religion Related, Spiritual Development"
132983174,AMERICAN FRIENDS OF WESTMINSTER CATHEDRAL,% UNA CHANG,C/O UNA CHANG 125-15 25TH ROAD,FLUSHING,NY,11354-0000,0,3,3,1000,198105,1,15,29000000,1,1,202404.0,1,3,2,0,4,5330.0,48995.0,48995.0,X20I,,"Religion Related, Spiritual Development"
872058203,BODHI WISDOM DHARMA TEMPLE INC,% LI CHU LIU,3528 163RD ST APT 1F,FLUSHING,NY,11358-1736,0,3,3,1270,202201,1,16,0,1,1,202312.0,1,3,2,0,12,5252.0,28371.0,28371.0,X99,,"Religion Related, Spiritual Development"
834151753,HEALTH ELEMENTS ASSOCIATION CORP,,3369 167TH ST,FLUSHING,NY,11358-1709,0,3,3,1000,201907,1,15,0,1,1,202312.0,1,4,1,0,12,5011.0,149600.0,149600.0,A20,,"Arts, Culture, and Humanities"
822406279,HOME OF UTMOST BLISS NY ASSOCIATES INC,,13815 FRANKLIN AVE APT 516,FLUSHING,NY,11355-3306,0,3,3,1700,201903,1,15,0,1,1,202407.0,1,3,2,0,7,4927.0,30700.0,30700.0,X50,,"Religion Related, Spiritual Development"
320574722,ASHLEY LIANG DANCE COMPANY INC,,3344 FARRINGTON ST 2FL,FLUSHING,NY,11354-2821,0,3,3,2000,201904,1,4,0,1,1,202312.0,1,2,0,1,12,4829.0,20740.0,,A62,,"Arts, Culture, and Humanities"
611546608,MI KAMCHA YISROEL INC,% MIKE SHAMAI,7235 PARK DR E,FLUSHING,NY,11367-2341,0,3,3,2700,201007,1,15,0,1,1,202312.0,1,4,1,0,12,4739.0,105968.0,105968.0,X30,,"Religion Related, Spiritual Development"
273459862,KOREAN AMERICAN CHAMBER OF COMMERCE OF NEW YORK METRO INC,,45-19 162ND STREET,FLUSHING,NY,11358-3297,0,6,3,3000,202307,2,0,0,1,1,202312.0,1,2,2,0,12,4630.0,19400.0,19400.0,S41,,"Community Improvement, Capacity Building"
872174348,NYR FOUNDATION INC,,3720 PRINCE ST STE 2F,FLUSHING,NY,11354-4499,0,3,3,1000,202203,1,3,0,1,1,202407.0,1,1,0,1,7,4145.0,1.0,,T20,,"Philanthropy, Voluntarism, and Grantmaking Foundations"
274374454,DROPADI JIGYASU ASHRAM INC,% DEVBALA RAMANATHAN,4349 SMART ST,FLUSHING,NY,11355-2152,0,3,3,1700,201311,1,15,0,1,1,202312.0,1,0,2,0,12,4052.0,0.0,0.0,X70,,"Religion Related, Spiritual Development"
205846511,INTERNATIONAL BUDDHISM ASSOCIATIONINC,% ZHENG SHENGXING,32-26 UNION STREET,FLUSHING,NY,11354-3090,0,3,3,7000,200901,1,15,0,1,1,202312.0,1,2,2,0,12,4018.0,12000.0,12000.0,X50,,"Religion Related, Spiritual Development"
920882911,VETERANS BEAUTY PROFESSIONALS ORGANIZATION INC,,19411 NORTHERN BLVD,FLUSHING,NY,11358-3032,0,3,3,1000,202301,1,15,0,1,1,202312.0,1,1,2,0,12,3950.0,8000.0,8000.0,T99,,"Philanthropy, Voluntarism, and Grantmaking Foundations"
851764058,AL MEDINA MERCY NY INC,,14725 SANFORD AVE APT 2M,FLUSHING,NY,11355-1215,0,3,3,1000,202010,1,15,0,1,1,202312.0,1,4,1,0,12,3525.0,219146.0,219146.0,P80,,Human Services - Multipurpose and Other
833863438,AMERICAN LIN ZE XU FOUNDATION,,37-08 MAIN ST STE 203,FLUSHING,NY,11354-6537,0,3,3,1000,201904,1,15,0,1,1,202312.0,1,2,2,0,12,3174.0,10410.0,10410.0,P99,,Human Services - Multipurpose and Other
300158267,AMERICAN FRIENDS OF BIRKAT EFRAIM,% MAX WASSER,14716 68TH DR,FLUSHING,NY,11367-1708,0,3,3,1000,200306,1,15,0,2,1,202312.0,1,4,1,0,12,3026.0,477422.0,477422.0,T30,,"Philanthropy, Voluntarism, and Grantmaking Foundations"
263048424,TALENT LEARNING CENTER INC,,2908 139TH ST APT 4B,FLUSHING,NY,11354-2034,0,3,3,2000,201407,1,16,0,1,1,202312.0,1,3,2,0,12,3004.0,39884.0,39884.0,B99,,Education
823001539,NEW YORK MUSIC AND DANCE ORGANIZATION INC,% ANNY PENG,C/O 3712 PRINCE STREET,FLUSHING,NY,11354-4649,0,3,3,1000,201711,1,15,0,1,1,202308.0,1,1,2,0,8,3000.0,3000.0,3000.0,A20,,"Arts, Culture, and Humanities"
113592428,KOREAN SPORTS ASSOCIATION OF NEW YORK INC,% JAMES K JUNG,156-13 NORTHERN BLVD B,FLUSHING,NY,11354-5033,0,3,3,1000,200201,1,15,0,1,1,202312.0,1,5,1,0,12,2987.0,967521.0,967521.0,A99,,"Arts, Culture, and Humanities"
815325513,AMERICAN FRIENDS OF MAGEN HAYELED,% SHLOMO ZUR MAGEN,14442 72ND DR,FLUSHING,NY,11367-2404,0,3,3,1000,202304,1,15,0,1,1,202312.0,1,3,1,0,12,2483.0,53707.0,53707.0,B12,,Education
862121456,MYANMAR DEVELOPMENT FOUNDATION INC,,4905 DOUGLASTON PKWY,FLUSHING,NY,11362-1018,0,3,3,2000,202108,1,16,0,1,1,202401.0,1,1,2,0,1,2452.0,8976.0,8976.0,A23,,"Arts, Culture, and Humanities"
842867717,NEW YORK CITY MULTICULTURAL DANCE FESTIVAL INC,% WENDY LAI,13201 ROOSEVELT AVE STE 2,FLUSHING,NY,11354-5279,0,3,3,1200,202010,1,16,0,1,1,202306.0,1,1,2,0,6,2398.0,5697.0,5697.0,A62,,"Arts, Culture, and Humanities"
872200918,CATHAY ETERNAL LIFE CHARITY FOUNDATION CORP,,14201 59TH AVE,FLUSHING,NY,11355-5306,0,3,3,1000,202201,1,15,0,1,1,202307.0,1,0,2,0,7,2356.0,0.0,0.0,Q42,,"International, Foreign Affairs, and National Security"
842541399,BLUE OCEAN HEALTH CARE INC,,39-07 PRINCE ST,FLUSHING,NY,11354-5357,0,3,3,1200,202303,1,16,0,1,1,202306.0,1,1,2,0,6,2302.0,602.0,602.0,E70,,Health - General and Rehabilitative
882397137,AL FAJR WELFARE FOUNDATION INC,,15813 72ND AVE APT 5F,FLUSHING,NY,11365-4144,0,3,3,1000,202206,1,15,0,1,1,202312.0,1,1,2,0,12,2020.0,1250.0,1250.0,Z99,,Unknown
113485409,HERBERT & ETHEL SOMERSTEIN,% HERBERT SOMERSTEIN,6801 MAIN ST,FLUSHING,NY,11367-1310,0,3,3,1000,200007,1,4,0,1,1,202312.0,1,1,0,1,12,1898.0,7516.0,,T31,,"Philanthropy, Voluntarism, and Grantmaking Foundations"
471779450,SRINIKETAN FOUNDATION,,14629 HAWTHORNE AVE,FLUSHING,NY,11355-2239,0,3,3,1000,201508,1,16,0,1,1,202312.0,1,3,1,0,12,1717.0,56298.0,56298.0,X70,,"Religion Related, Spiritual Development"
43799664,UNITED THEOLOGICAL SEMINARY INC,% PHIL SIK KIM,2905 162ND ST,FLUSHING,NY,11358-1322,0,3,3,1270,201011,1,11,0,1,1,202312.0,1,0,13,0,12,1697.0,0.0,0.0,B42,,Education
113568028,MAGEN NEW YORK INC,% S GOLDFINGER,14719 70TH AVE,FLUSHING,NY,11367-1715,0,3,3,1000,200111,1,15,0,1,1,202312.0,1,1,2,0,12,1693.0,50.0,50.0,O50,,Youth Development
472873582,BROOKLYN ASIAN AMERICAN LEARNING CENTER INC,% TRACY YANG,38-21 MAIN STREET,FLUSHING,NY,11354-0000,0,3,3,1000,201504,1,15,0,1,1,202312.0,1,0,2,0,12,1688.0,0.0,0.0,O50,,Youth Development
271454318,NEW YORK 24 7 PRAYER CENTER INC,% SHI ZHEN CHEN,13631 41ST AVE STE 2C,FLUSHING,NY,11355-2446,0,3,3,1700,201606,1,15,0,1,1,202312.0,1,3,1,0,12,1596.0,61461.0,61461.0,X20,,"Religion Related, Spiritual Development"
842488205,KIWANIS CLUB OF BIG APPLE INC,,13336 41ST RD STE 2L,FLUSHING,NY,11355-0000,0,3,3,1000,202003,1,4,0,1,1,202306.0,1,1,0,1,6,1535.0,3045.0,,S80,,"Community Improvement, Capacity Building"
815383551,AMERICA DAOISM SOCIETY INC,% JOHNNY HUANG,37-08 MAIN ST STE 203,FLUSHING,NY,11354-6537,0,3,3,7000,201706,1,15,0,1,1,202312.0,1,1,2,0,12,1441.0,4422.0,4422.0,X99,,"Religion Related, Spiritual Development"
921736861,BNOT ELYASHIV,,13616 72ND AVE,FLUSHING,NY,11367-2328,0,3,3,1200,202301,1,15,0,1,1,202312.0,1,3,1,0,12,1386.0,51076.0,51076.0,X30,SHAARE YERUSHALAYIM,"Religion Related, Spiritual Development"
881743363,KOREAN AMERICAN REALTY ASSOCIATION INC,% JAY YUN,3717 UNION ST FL 2,FLUSHING,NY,11354-4159,0,6,3,2000,202403,2,0,0,1,1,202403.0,1,3,2,0,3,1359.0,28959.0,28959.0,S41,,"Community Improvement, Capacity Building"
830910464,OPERATION CR INC,,PO BOX 580435,FLUSHING,NY,11358-0435,0,3,3,1200,201807,1,16,0,1,1,202312.0,1,3,1,0,12,1200.0,86153.0,86153.0,O50,,Youth Development
871850271,ALLIANCE OF ASIAN AMERICAN FRIENDS INC,,3101 DOWNING ST 2ND FL,FLUSHING,NY,11354-0000,0,3,3,1000,202211,1,15,0,1,1,202312.0,1,3,2,0,12,1069.0,43288.0,43288.0,A23,,"Arts, Culture, and Humanities"
923168939,INTERNATIONAL YOUTH GOLF FOUNDATION INC,,13550 ROOSEVELT AVE,FLUSHING,NY,11354-5338,0,3,3,2000,202305,1,16,0,1,1,202312.0,1,2,2,0,12,1028.0,20591.0,20591.0,B03,,Education
237303192,QUEENSBORO HILL POST 3427,% RAYMOND RAMOS,13606 HORACE HARDING EXPY,FLUSHING,NY,11367-1031,0,19,3,1000,202305,1,0,907908000,1,1,202312.0,1,0,2,0,12,1000.0,0.0,0.0,W30,,"Public, Society Benefit - Multipurpose and Other"
204275448,COMMUNITY PREVENTION ALTERNATIVESFOR FAMILIES IN CRISIS - NATURE,% MARTHA FLORES-VAZQUEZ,14340 41ST AVE APT 3H,FLUSHING,NY,11355-1827,0,3,3,1000,200605,1,15,0,1,1,202312.0,1,1,2,0,12,998.0,7600.0,7600.0,F20,,"Mental Health, Crisis Intervention"
852998966,EL VIVIENTE TV,% ENRIQUE A FERRERAS,14615 56TH RD,FLUSHING,NY,11355-5406,0,3,3,1200,202011,1,15,0,1,1,202212.0,1,1,2,0,12,963.0,3664.0,3664.0,A32,,"Arts, Culture, and Humanities"
113126813,CHINESE ORGANIZATIONS IN THE U S INC,% RAY CHEN,149 35 CHERRY AVENUE,FLUSHING,NY,11355-0000,0,3,3,1000,199402,1,15,569000000,1,1,202212.0,1,1,2,0,12,680.0,680.0,680.0,,,
923543151,WOMENS TRAINING CENTER INC,,4218 162ND ST APT 1,FLUSHING,NY,11358-4161,0,3,3,1000,202307,1,4,0,1,1,202312.0,1,1,0,1,12,621.0,671.0,,N99,,"Recreation, Sports, Leisure, Athletics"
133339942,AMERICAN FRIENDS OF YESHIVATH MEOR HATALMUD,% DAVID LANGER,C/O M BROWN 138-46 76TH AVE,FLUSHING,NY,11367-0000,0,3,3,1000,198607,1,15,602000000,1,1,202312.0,1,6,1,0,12,538.0,1994291.0,1994291.0,B82Z,ABRAHAM FUSS,Education
883868534,GRAYSON CULTURE & YOUTH FOUNDATION INC,% XU JIANG,14425 SANFORD AVE UNIT 3,FLUSHING,NY,11355-1611,0,3,3,2000,202211,1,15,0,1,1,202407.0,1,1,2,0,7,485.0,1700.0,1700.0,A20,,"Arts, Culture, and Humanities"
863729106,EQUAL RENTAL CHARITY INC,,13806 35TH AVE APT 2B,FLUSHING,NY,11354-3444,0,3,3,1000,202109,1,16,0,1,1,202212.0,1,1,2,0,12,334.0,57.0,57.0,W99,,"Public, Society Benefit - Multipurpose and Other"
273536144,CATHOLIC WAR VETERANS OF THE UNITED STATES OF AMERICA INC,,3579 160TH ST,FLUSHING,NY,11358-1624,794,4,9,3000,197202,1,0,908907000,5,1,202409.0,1,3,1,0,9,247.0,56429.0,56429.0,,1948 JOYCE KILMER CWV POST,
472843806,AMERICAN FRIENDS OF SAR YESHIVA NEHAR SHALOM INC,,14433 MELBOURNE AVE,FLUSHING,NY,11367-1341,0,3,3,1700,201707,1,15,0,1,1,202312.0,1,4,1,0,12,243.0,361153.0,361153.0,X99,,"Religion Related, Spiritual Development"
113507688,THE RUTH FOUNDATION,% PHOEBE CHIU,13620 38TH AVE STE 11D,FLUSHING,NY,11354-4232,0,3,3,1000,199911,1,4,0,1,1,202312.0,1,2,0,1,12,226.0,13800.0,,T20,,"Philanthropy, Voluntarism, and Grantmaking Foundations"
823660340,UNITY FOR EQUALITY,% NEIL TRIVEDI,4249 COLDEN ST APT 3P,FLUSHING,NY,11355-3915,0,3,3,1000,201905,1,15,0,1,1,202312.0,1,1,2,0,12,24.0,8026.0,8026.0,P01,,Human Services - Multipurpose and Other
834456916,VICTORY UNITED INC,,14230 SANFORD AVE APT 3F,FLUSHING,NY,11355-8022,0,3,3,1000,202001,1,15,0,1,1,202312.0,1,1,2,0,12,10.0,4666.0,4666.0,B90,,Education
933830364,ASIAN AMERICAN DEMOCRACY CLUB INC,,3708 MAIN ST STE 203,FLUSHING,NY,11354-6537,0,3,3,1200,202310,1,16,0,1,1,202312.0,1,0,2,0,12,1.0,0.0,0.0,A23,,"Arts, Culture, and Humanities"
813466183,CHINESE QIPAO SOCIETY USA HEADQUARTER INC,,133-38 SANFORD AVE,FLUSHING,NY,11355-3967,0,3,3,1000,201612,1,16,0,1,1,202407.0,1,0,2,0,7,1.0,0.0,0.0,N50,,"Recreation, Sports, Leisure, Athletics"
